Business Unit,Division,Family,Product,Product Description,UoM,Orderable UoM,Barcode (GTIN)
Coronary,Drug Delivery,Xience Xpedition,1074400-18,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 4.00 mm x 18 mm / Rapid-Exchange,EA,1,08717648162640
Coronary,Drug Delivery,Xience Xpedition,1074400-23,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 4.00 mm x 23 mm / Rapid-Exchange,EA,1,08717648162657
Coronary,Drug Delivery,Xience Xpedition,1074400-28,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 4.00 mm x 28 mm / Rapid-Exchange,EA,1,08717648162664
Coronary,Drug Delivery,Xience Xpedition,1074400-33,XIENCE Xpedition+ISI- LL Everolimus Eluting Coronary Stent System 4.00 mm x 33 mm / Rapid-Exchange,EA,1,08717648162671
Coronary,Drug Delivery,Xience Xpedition,1074400-38,XIENCE Xpedition+ISI- LL Everolimus Eluting Coronary Stent System 4.00 mm x 38 mm / Rapid-Exchange,EA,1,08717648162688
Coronary,Drug Delivery,Xience Xpedition,1165225-08,XIENCE Xpedition+ISI- SV Everolimus Eluting Coronary Stent System 2.25 mm x 8 mm / Over-The-Wire,EA,1,08717648177477
Coronary,Drug Delivery,Xience Xpedition,1165225-12,XIENCE Xpedition+ISI- SV Everolimus Eluting Coronary Stent System 2.25 mm x 12 mm / Over-The-Wire,EA,1,08717648177484
Coronary,Drug Delivery,Xience Xpedition,1165225-15,XIENCE Xpedition+ISI- SV Everolimus Eluting Coronary Stent System 2.25 mm x 15 mm / Over-The-Wire,EA,1,08717648177491
Coronary,Drug Delivery,Xience Xpedition,1165225-18,XIENCE Xpedition+ISI- SV Everolimus Eluting Coronary Stent System 2.25 mm x 18 mm / Over-The-Wire,EA,1,08717648177507
Coronary,Drug Delivery,Xience Xpedition,1165225-23,XIENCE Xpedition+ISI- SV Everolimus Eluting Coronary Stent System 2.25 mm x 23 mm / Over-The-Wire,EA,1,08717648177514
Coronary,Drug Delivery,Xience Xpedition,1165225-28,XIENCE Xpedition+ISI- SV Everolimus Eluting Coronary Stent System 2.25 mm x 28 mm / Over-The-Wire,EA,1,08717648177521
Coronary,Drug Delivery,Xience Xpedition,1165250-08,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 2.50 mm x 8 mm / Over-The-Wire,EA,1,08717648177576
Coronary,Drug Delivery,Xience Xpedition,1165250-12,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 2.50 mm x 12 mm / Over-The-Wire,EA,1,08717648177583
Coronary,Drug Delivery,Xience Xpedition,1165250-15,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 2.50 mm x 15 mm / Over-The-Wire,EA,1,08717648177590
Coronary,Drug Delivery,Xience Xpedition,1165250-18,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 2.50 mm x 18 mm / Over-The-Wire,EA,1,08717648177606
Coronary,Drug Delivery,Xience Xpedition,1165250-23,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 2.50 mm x 23 mm / Over-The-Wire,EA,1,08717648177613
Coronary,Drug Delivery,Xience Xpedition,1165250-28,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 2.50 mm x 28 mm / Over-The-Wire,EA,1,08717648177620
Coronary,Drug Delivery,Xience Xpedition,1165250-33,XIENCE Xpedition+ISI- LL Everolimus Eluting Coronary Stent System 2.50 mm x 33 mm / Over-The-Wire,EA,1,08717648177637
Coronary,Drug Delivery,Xience Xpedition,1165250-38,XIENCE Xpedition+ISI- LL Everolimus Eluting Coronary Stent System 2.50 mm x 38 mm / Over-The-Wire,EA,1,08717648177644
Coronary,Drug Delivery,Xience Xpedition,1165275-08,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 2.75 mm x 8 mm / Over-The-Wire,EA,1,08717648177675
Coronary,Drug Delivery,Xience Xpedition,1165275-12,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 2.75 mm x 12 mm / Over-The-Wire,EA,1,08717648177682
Coronary,Drug Delivery,Xience Xpedition,1165275-15,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 2.75 mm x 15 mm / Over-The-Wire,EA,1,08717648177699
Coronary,Drug Delivery,Xience Xpedition,1165275-18,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 2.75 mm x 18 mm / Over-The-Wire,EA,1,08717648177705
Coronary,Drug Delivery,Xience Xpedition,1165275-23,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 2.75 mm x 23 mm / Over-The-Wire,EA,1,08717648177712
Coronary,Drug Delivery,Xience Xpedition,1165275-28,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 2.75 mm x 28 mm / Over-The-Wire,EA,1,08717648177729
Coronary,Drug Delivery,Xience Xpedition,1165275-33,XIENCE Xpedition+ISI- LL Everolimus Eluting Coronary Stent System 2.75 mm x 33 mm / Over-The-Wire,EA,1,08717648177736
Coronary,Drug Delivery,Xience Xpedition,1165275-38,XIENCE Xpedition+ISI- LL Everolimus Eluting Coronary Stent System 2.75 mm x 38 mm / Over-The-Wire,EA,1,08717648177743
Coronary,Drug Delivery,Xience Xpedition,1165300-08,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.00 mm x 8 mm / Over-The-Wire,EA,1,08717648177774
Coronary,Drug Delivery,Xience Xpedition,1165300-12,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.00 mm x 12 mm / Over-The-Wire,EA,1,08717648177781
Coronary,Drug Delivery,Xience Xpedition,1165300-15,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.00 mm x 15 mm / Over-The-Wire,EA,1,08717648177798
Coronary,Drug Delivery,Xience Xpedition,1165300-18,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.00 mm x 18 mm / Over-The-Wire,EA,1,08717648177804
Coronary,Drug Delivery,Xience Xpedition,1165300-23,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.00 mm x 23 mm / Over-The-Wire,EA,1,08717648177811
Coronary,Drug Delivery,Xience Xpedition,1165300-28,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.00 mm x 28 mm / Over-The-Wire,EA,1,08717648177828
Coronary,Drug Delivery,Xience Xpedition,1165300-33,XIENCE Xpedition+ISI- LL Everolimus Eluting Coronary Stent System 3.00 mm x 33 mm / Over-The-Wire,EA,1,08717648177835
Coronary,Drug Delivery,Xience Xpedition,1165300-38,XIENCE Xpedition+ISI- LL Everolimus Eluting Coronary Stent System 3.00 mm x 38 mm / Over-The-Wire,EA,1,08717648177842
Coronary,Drug Delivery,Xience Xpedition,1165325-08,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.25 mm x 8 mm / Over-The-Wire,EA,1,08717648177873
Coronary,Drug Delivery,Xience Xpedition,1165325-12,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.25 mm x 12 mm / Over-The-Wire,EA,1,08717648177880
Coronary,Drug Delivery,Xience Xpedition,1165325-15,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.25 mm x 15 mm / Over-The-Wire,EA,1,08717648177897
Coronary,Drug Delivery,Xience Xpedition,1165325-18,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.25 mm x 18 mm / Over-The-Wire,EA,1,08717648177903
Coronary,Drug Delivery,Xience Xpedition,1165325-23,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.25 mm x 23 mm / Over-The-Wire,EA,1,08717648177910
Coronary,Drug Delivery,Xience Xpedition,1165325-28,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.25 mm x 28 mm / Over-The-Wire,EA,1,08717648177927
Coronary,Drug Delivery,Xience Xpedition,1165325-33,XIENCE Xpedition+ISI- LL Everolimus Eluting Coronary Stent System 3.25 mm x 33 mm / Over-The-Wire,EA,1,08717648177934
Coronary,Drug Delivery,Xience Xpedition,1165325-38,XIENCE Xpedition+ISI- LL Everolimus Eluting Coronary Stent System 3.25 mm x 38 mm / Over-The-Wire,EA,1,08717648177941
Coronary,Drug Delivery,Xience Xpedition,1165350-08,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.50 mm x 8 mm / Over-The-Wire,EA,1,08717648177972
Coronary,Drug Delivery,Xience Xpedition,1165350-12,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.50 mm x 12 mm / Over-The-Wire,EA,1,08717648177989
Coronary,Drug Delivery,Xience Xpedition,1165350-15,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.50 mm x 15 mm / Over-The-Wire,EA,1,08717648177996
Coronary,Drug Delivery,Xience Xpedition,1165350-18,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.50 mm x 18 mm / Over-The-Wire,EA,1,08717648178009
Coronary,Drug Delivery,Xience Xpedition,1165350-23,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.50 mm x 23 mm / Over-The-Wire,EA,1,08717648178016
Coronary,Drug Delivery,Xience Xpedition,1165350-28,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 3.50 mm x 28 mm / Over-The-Wire,EA,1,08717648178023
Coronary,Drug Delivery,Xience Xpedition,1165350-33,XIENCE Xpedition+ISI- LL Everolimus Eluting Coronary Stent System 3.50 mm x 33 mm / Over-The-Wire,EA,1,08717648178030
Coronary,Drug Delivery,Xience Xpedition,1165350-38,XIENCE Xpedition+ISI- LL Everolimus Eluting Coronary Stent System 3.50 mm x 38 mm / Over-The-Wire,EA,1,08717648178047
Coronary,Drug Delivery,Xience Xpedition,1165400-08,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 4.00 mm x 8 mm / Over-The-Wire,EA,1,08717648178078
Coronary,Drug Delivery,Xience Xpedition,1165400-12,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 4.00 mm x 12 mm / Over-The-Wire,EA,1,08717648178085
Coronary,Drug Delivery,Xience Xpedition,1165400-15,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 4.00 mm x 15 mm / Over-The-Wire,EA,1,08717648178092
Coronary,Drug Delivery,Xience Xpedition,1165400-18,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 4.00 mm x 18 mm / Over-The-Wire,EA,1,08717648178108
Coronary,Drug Delivery,Xience Xpedition,1165400-23,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 4.00 mm x 23 mm / Over-The-Wire,EA,1,08717648178115
Coronary,Drug Delivery,Xience Xpedition,1165400-28,XIENCE Xpedition+ISI- Everolimus Eluting Coronary Stent System 4.00 mm x 28 mm / Over-The-Wire,EA,1,08717648178122
Coronary,Drug Delivery,Xience Xpedition,1165400-33,XIENCE Xpedition+ISI- LL Everolimus Eluting Coronary Stent System 4.00 mm x 33 mm / Over-The-Wire,EA,1,08717648178139
Coronary,Drug Delivery,Xience Xpedition,1165400-38,XIENCE Xpedition+ISI- LL Everolimus Eluting Coronary Stent System 4.00 mm x 38 mm / Over-The-Wire,EA,1,08717648178146
Coronary,Stents,Graftmaster,1012580-16,GRAFTMASTER +AK4- Coronary Stent Graft System 2.80 mm x 16 mm / Rapid-Exchange,EA,1,08717648176340
Coronary,Stents,Graftmaster,1012580-19,GRAFTMASTER +AK4- Coronary Stent Graft System 2.80 mm x 19 mm / Rapid-Exchange,EA,1,08717648176357
Coronary,Stents,Graftmaster,1012580-26,GRAFTMASTER +AK4- Coronary Stent Graft System 2.80 mm x 26 mm / Rapid-Exchange,EA,1,08717648176364
Coronary,Stents,Graftmaster,1012581-16,GRAFTMASTER +AK4- Coronary Stent Graft System 3.50 mm x 16 mm / Rapid-Exchange,EA,1,08717648176395
Coronary,Stents,Graftmaster,1012581-19,GRAFTMASTER +AK4- Coronary Stent Graft System 3.50 mm x 19 mm / Rapid-Exchange,EA,1,08717648176401
Coronary,Stents,Graftmaster,1012581-26,GRAFTMASTER +AK4- Coronary Stent Graft System 3.50 mm x 26 mm / Rapid-Exchange,EA,1,08717648176418
Coronary,Stents,Graftmaster,1012582-16,GRAFTMASTER +AK4- Coronary Stent Graft System 4.00 mm x 16 mm / Rapid-Exchange,EA,1,08717648176449
Coronary,Stents,Graftmaster,1012582-19,GRAFTMASTER +AK4- Coronary Stent Graft System 4.00 mm x 19 mm / Rapid-Exchange,EA,1,08717648176456
Coronary,Stents,Graftmaster,1012582-26,GRAFTMASTER +AK4- Coronary Stent Graft System 4.00 mm x 26 mm / Rapid-Exchange,EA,1,08717648176463
Coronary,Stents,Graftmaster,1012583-16,GRAFTMASTER +AK4- Coronary Stent Graft System 4.50 mm x 16 mm / Rapid-Exchange,EA,1,08717648176470
Coronary,Stents,Graftmaster,1012583-19,GRAFTMASTER +AK4- Coronary Stent Graft System 4.50 mm x 19 mm / Rapid-Exchange,EA,1,08717648176487
Coronary,Stents,Graftmaster,1012583-26,GRAFTMASTER +AK4- Coronary Stent Graft System 4.50 mm x 26 mm / Rapid-Exchange,EA,1,08717648176494
Coronary,Stents,Graftmaster,1012584-16,GRAFTMASTER +AK4- Coronary Stent Graft System 4.80 mm x 16 mm / Rapid-Exchange,EA,1,08717648176500
Coronary,Stents,Graftmaster,1012584-19,GRAFTMASTER +AK4- Coronary Stent Graft System 4.80 mm x 19 mm / Rapid-Exchange,EA,1,08717648176517
Coronary,Stents,Graftmaster,1012584-26,GRAFTMASTER +AK4- Coronary Stent Graft System 4.80 mm x 26 mm / Rapid-Exchange,EA,1,08717648176524
Coronary,Stents,MULTI-LINK 8,1012378-33,MULTI-LINK 8 LL Coronary Stent System 3.0 mm x 33 mm / Rapid-Exchange,EA,1,08717648148507
Coronary,Stents,MULTI-LINK 8,1012378-38,MULTI-LINK 8 LL Coronary Stent System 3.0 mm x 38 mm / Rapid-Exchange,EA,1,08717648148514
Coronary,Stents,MULTI-LINK 8,1012379-33,MULTI-LINK 8 LL Coronary Stent System 3.5 mm x 33 mm / Rapid-Exchange,EA,1,08717648148583
Coronary,Stents,MULTI-LINK 8,1012379-38,MULTI-LINK 8 LL Coronary Stent System 3.5 mm x 38 mm / Rapid-Exchange,EA,1,08717648148590
Coronary,Stents,MULTI-LINK 8,1012380-33,MULTI-LINK 8 LL Coronary Stent System 4.0 mm x 33 mm / Rapid-Exchange,EA,1,08717648148668
Coronary,Stents,MULTI-LINK 8,1012380-38,MULTI-LINK 8 LL Coronary Stent System 4.0 mm x 38 mm / Rapid-Exchange,EA,1,08717648148675
Coronary,Stents,Mini Vision,1007821-08,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.0 mm x 08 mm/Rapid-Exchange,EA,1,08717648049378
Coronary,Stents,Mini Vision,1007821-12,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.0 mm x 12 mm/Rapid-Exchange,EA,1,08717648049385
Coronary,Stents,Mini Vision,1007821-15,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.0 mm x 15 mm/Rapid-Exchange,EA,1,08717648049392
Coronary,Stents,Mini Vision,1007821-18,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.0 mm x 18 mm/Rapid-Exchange,EA,1,08717648049408
Coronary,Stents,Mini Vision,1007821-23,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.0 mm x 23 mm/Rapid-Exchange,EA,1,08717648049415
Coronary,Stents,Mini Vision,1007821-28,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.0 mm x 28 mm/Rapid-Exchange,EA,1,08717648049422
Coronary,Stents,Mini Vision,1007822-08,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.25 mm x 08 mm/Rapid-Exchange,EA,1,08717648049439
Coronary,Stents,Mini Vision,1007822-12,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.25 mm x 12 mm/Rapid-Exchange,EA,1,08717648049446
Coronary,Stents,Mini Vision,1007822-15,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.25 mm x 15 mm/Rapid-Exchange,EA,1,08717648049453
Coronary,Stents,Mini Vision,1007822-18,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.25 mm x 18 mm/Rapid-Exchange,EA,1,08717648049460
Coronary,Stents,Mini Vision,1007822-23,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.25 mm x 23 mm/Rapid-Exchange,EA,1,08717648049477
Coronary,Stents,Mini Vision,1007822-28,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.25 mm x 28 mm/Rapid-Exchange,EA,1,08717648049484
Coronary,Stents,Mini Vision,1007823-08,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.5 mm x 08 mm/Rapid-Exchange,EA,1,08717648049491
Coronary,Stents,Mini Vision,1007823-12,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.5 mm x 12 mm/Rapid-Exchange,EA,1,08717648049507
Coronary,Stents,Mini Vision,1007823-15,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.5 mm x15 mm/Rapid-Exchange,EA,1,08717648049514
Coronary,Stents,Mini Vision,1007823-18,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.5 mm x 18 mm/Rapid-Exchange,EA,1,08717648049521
Coronary,Stents,Mini Vision,1007823-23,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.5 mm x 23 mm/Rapid-Exchange,EA,1,08717648049538
Coronary,Stents,Mini Vision,1007823-28,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.5 mm x 28 mm/Rapid-Exchange,EA,1,08717648049545
Coronary,Stents,Mini Vision,1010152-08,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.0 mm x 08 mm/Over-the-Wire,EA,1,08717648069932
Coronary,Stents,Mini Vision,1010152-12,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.0 mm x 12 mm/Over-the-Wire,EA,1,08717648069949
Coronary,Stents,Mini Vision,1010152-15,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.0 mm x 15 mm/Over-the-Wire,EA,1,08717648069956
Coronary,Stents,Mini Vision,1010152-18,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.0 mm x 18 mm/Over-the-Wire,EA,1,08717648069963
Coronary,Stents,Mini Vision,1010152-23,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.0 mm x 23 mm/Over-the-Wire,EA,1,08717648069970
Coronary,Stents,Mini Vision,1010152-28,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.0 mm x 28 mm/Over-the-Wire,EA,1,08717648069987
Coronary,Stents,Mini Vision,1010153-08,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.25 mm x 08 mm/Over-the-Wire,EA,1,08717648069994
Coronary,Stents,Mini Vision,1010153-12,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.25 mm x 12 mm/Over-the-Wire,EA,1,08717648070006
Coronary,Stents,Mini Vision,1010153-15,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.25 mm x 15 mm/Over-the-Wire,EA,1,08717648070013
Coronary,Stents,Mini Vision,1010153-18,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.25mm x 18 mm/Over-the-Wire,EA,1,08717648070020
Coronary,Stents,Mini Vision,1010153-23,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.25 mm x 23 mm/Over-the-Wire,EA,1,08717648070037
Coronary,Stents,Mini Vision,1010153-28,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.25 mm x 28 mm/Over-the-Wire,EA,1,08717648070044
Coronary,Stents,Mini Vision,1010154-08,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.5 mm x 08 mm/Over-the-Wire,EA,1,08717648070051
Coronary,Stents,Mini Vision,1010154-12,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.5 mm x 12 mm/Over-the-Wire,EA,1,08717648070068
Coronary,Stents,Mini Vision,1010154-15,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.5 mm x 15 mm/Over-the-Wire,EA,1,08717648070075
Coronary,Stents,Mini Vision,1010154-18,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.5 mm x 18 mm/Over-the-Wire,EA,1,08717648070082
Coronary,Stents,Mini Vision,1010154-23,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.5 mm x 23 mm/Over-the-Wire,EA,1,08717648070099
Coronary,Stents,Mini Vision,1010154-28,MULTI-LINK MINI VISION+ISI- Coronary Stent and Stent Delivery System 2.5 mm x 28 mm/Over-the-Wire,EA,1,08717648070105
Coronary,Stents,Ultra,1003381-13,MULTI-LINK RX ULTRA+ISI- Coronary Stent System 4.5  mm x 13mm,EA,1,08717648035265
Coronary,Stents,Ultra,1003381-18,MULTI-LINK RX ULTRA+ISI- Coronary Stent System 4.5  mm x 18mm,EA,1,08717648035272
Coronary,Stents,Ultra,1003381-28,MULTI-LINK RX ULTRA+ISI- Coronary Stent System 4.5  mm x 28mm,EA,1,08717648035289
Coronary,Stents,Ultra,1003381-38,MULTI-LINK RX ULTRA+ISI- Coronary Stent System 4.5  mm x 38mm,EA,1,08717648035296
Coronary,Stents,Ultra,1003382-13,MULTI-LINK RX ULTRA+ISI- Coronary Stent System 5.0 mm x 13mm,EA,1,08717648035302
Coronary,Stents,Ultra,1003382-18,MULTI-LINK RX ULTRA+ISI- Coronary Stent System 5.0 mm x 18mm,EA,1,08717648035319
Coronary,Stents,Ultra,1003382-28,MULTI-LINK RX ULTRA+ISI- Coronary Stent System 5.0 mm x 28mm,EA,1,08717648035326
Coronary,Stents,Ultra,1003382-38,MULTI-LINK RX ULTRA+ISI- Coronary Stent System 5.0 mm x 38mm,EA,1,08717648035333
Coronary,Stents,Ultra,1003391-13,MULTI-LINK OTW ULTRA+ISI- Coronary Stent System 4.5 mm x 13 mm,EA,1,08717648035425
Coronary,Stents,Ultra,1003391-18,MULTI-LINK OTW ULTRA+ISI- Coronary Stent System 4.5 mm x 18mm,EA,1,08717648035432
Coronary,Stents,Ultra,1003391-28,MULTI-LINK OTW ULTRA+ISI- Coronary Stent System 4.5 mm x 28 mm,EA,1,08717648035449
Coronary,Stents,Ultra,1003391-38,MULTI-LINK OTW ULTRA+ISI- Coronary Stent System 4.5 mm x 38 mm,EA,1,08717648035456
Coronary,Stents,Ultra,1003392-13,MULTI-LINK OTW ULTRA+ISI- Coronary Stent System 5.0 mm x 13 mm,EA,1,08717648035463
Coronary,Stents,Ultra,1003392-18,MULTI-LINK OTW ULTRA+ISI- Coronary Stent System 5.0 mm x 18 mm,EA,1,08717648035470
Coronary,Stents,Ultra,1003392-28,MULTI-LINK OTW ULTRA+ISI- Coronary Stent System 5.0 mm x 28 mm,EA,1,08717648035487
Coronary,Stents,Ultra,1003392-38,MULTI-LINK OTW ULTRA+ISI- Coronary Stent System 5.0 mm x 38 mm,EA,1,08717648035494
Coronary,Stents,Vision,1007847-08,MULTI-LINK RX VISION+AK4- Coronary Stent System 2.75 mm x 8 mm / Rapid-Exchange,EA,1,08717648050541
Coronary,Stents,Vision,1007847-12,MULTI-LINK RX VISION+AK4- Coronary Stent System 2.75 mm x 12 mm / Rapid-Exchange,EA,1,08717648050558
Coronary,Stents,Vision,1007847-15,MULTI-LINK RX VISION+AK4- Coronary Stent System 2.75 mm x 15 mm / Rapid-Exchange,EA,1,08717648050565
Coronary,Stents,Vision,1007847-18,MULTI-LINK RX VISION+AK4- Coronary Stent System 2.75 mm x 18 mm / Rapid-Exchange,EA,1,08717648050572
Coronary,Stents,Vision,1007847-23,MULTI-LINK RX VISION+AK4- Coronary Stent System 2.75 mm x 23 mm / Rapid-Exchange,EA,1,08717648050589
Coronary,Stents,Vision,1007847-28,MULTI-LINK RX VISION+AK4- Coronary Stent System 2.75 mm x 28 mm / Rapid-Exchange,EA,1,08717648050596
Coronary,Stents,Vision,1007848-08,MULTI-LINK RX VISION+AK4- Coronary Stent System 3.0 mm x 8 mm / Rapid-Exchange,EA,1,08717648050602
Coronary,Stents,Vision,1007848-12,MULTI-LINK RX VISION+AK4- Coronary Stent System 3.0 mm x 12 mm / Rapid-Exchange,EA,1,08717648050619
Coronary,Stents,Vision,1007848-15,MULTI-LINK RX VISION+AK4- Coronary Stent System 3.0 mm x 15 mm / Rapid-Exchange,EA,1,08717648050626
Coronary,Stents,Vision,1007848-18,MULTI-LINK RX VISION+AK4- Coronary Stent System 3.0 mm x 18 mm / Rapid-Exchange,EA,1,08717648050633
Coronary,Stents,Vision,1007848-23,MULTI-LINK RX VISION+AK4- Coronary Stent System 3.0 mm x 23 mm / Rapid-Exchange,EA,1,08717648050640
Coronary,Stents,Vision,1007848-28,MULTI-LINK RX VISION+AK4- Coronary Stent System 3.0 mm x 28 mm / Rapid-Exchange,EA,1,08717648050657
Coronary,Stents,Vision,1007849-08,MULTI-LINK RX VISION+AK4- Coronary Stent System 3.5 mm x 8 mm / Rapid-Exchange,EA,1,08717648050688
Coronary,Stents,Vision,1007849-12,MULTI-LINK RX VISION+AK4- Coronary Stent System 3.5 mm x 12 mm / Rapid-Exchange,EA,1,08717648050695
Coronary,Stents,Vision,1007849-15,MULTI-LINK RX VISION+AK4- Coronary Stent System 3.5 mm x 15 mm / Rapid-Exchange,EA,1,08717648050701
Coronary,Stents,Vision,1007849-18,MULTI-LINK RX VISION+AK4- Coronary Stent System 3.5 mm x 18 mm / Rapid-Exchange,EA,1,08717648050718
Coronary,Stents,Vision,1007849-23,MULTI-LINK RX VISION+AK4- Coronary Stent System 3.5 mm x 23 mm / Rapid-Exchange,EA,1,08717648050725
Coronary,Stents,Vision,1007849-28,MULTI-LINK RX VISION+AK4- Coronary Stent System 3.5 mm x 28 mm / Rapid-Exchange,EA,1,08717648050732
Coronary,Stents,Vision,1007850-08,MULTI-LINK RX VISION+AK4- Coronary Stent System 4.0 mm x 8 mm / Rapid-Exchange,EA,1,08717648050763
Coronary,Stents,Vision,1007850-12,MULTI-LINK RX VISION+AK4- Coronary Stent System 4.0 mm x 12 mm / Rapid-Exchange,EA,1,08717648050770
Coronary,Stents,Vision,1007850-15,MULTI-LINK RX VISION+AK4- Coronary Stent System 4.0 mm x 15 mm / Rapid-Exchange,EA,1,08717648050787
Coronary,Stents,Vision,1007850-18,MULTI-LINK RX VISION+AK4- Coronary Stent System 4.0 mm x 18 mm / Rapid-Exchange,EA,1,08717648050794
Coronary,Stents,Vision,1007850-23,MULTI-LINK RX VISION+AK4- Coronary Stent System 4.0 mm x 23 mm / Rapid-Exchange,EA,1,08717648050800
Coronary,Stents,Vision,1007850-28,MULTI-LINK RX VISION+AK4- Coronary Stent System 4.0 mm x 28 mm / Rapid-Exchange,EA,1,08717648050817
Coronary,Stents,Vision,1010142-08,MULTI-LINK OTW VISION+AK4- Coronary Stent System 2.75 mm x 08 mm/Over-the-Wire,EA,1,08717648069635
Coronary,Stents,Vision,1010142-12,MULTI-LINK OTW VISION+AK4- Coronary Stent System 2.75 mm x 12 mm/Over-the-Wire,EA,1,08717648069642
Coronary,Stents,Vision,1010142-15,MULTI-LINK OTW VISION+AK4- Coronary Stent System 2.75 mm x 15 mm/Over-the-Wire,EA,1,08717648069659
